step,queue_length,average_speed,cumulative_reward,throughput,waiting_time
544,26,16.173014256807694,-127361.0,68,878.9
545,26,13.842847353037431,-127621.0,68,901.9
546,27,12.81257748321176,-127891.0,68,924.9
547,27,12.56870600554656,-128158.0,68,947.9
548,26,11.390227791068355,-128427.0,68,970.9
549,27,11.441195221297548,-128701.0,68,994.1
550,28,13.554769325800018,-128969.0,68,1018.1
551,27,12.51037350752149,-129245.0,68,1042.1
552,28,13.375587607415307,-129515.0,68,1066.1
553,27,14.07562818690729,-129787.0,68,1090.1
554,27,14.12354749981266,-130063.0,68,1114.1
555,26,14.174029565345373,-130328.0,68,1138.1
556,27,15.203566676827164,-130600.0,68,1162.1
557,28,16.81486618327203,-130872.0,68,1186.1
558,27,16.146015856660387,-131151.0,68,1210.1
559,29,16.295867309527324,-131437.0,69,1234.1
560,28,16.049234059301966,-131713.0,69,1258.1
561,27,12.642401576382753,-131989.0,70,1282.1
562,27,11.201388815557126,-132259.0,70,952.1
563,28,11.316162399799099,-132539.0,70,953.7
564,27,10.477774765975829,-132807.0,70,974.5
565,28,13.78467436002006,-133091.0,70,995.8
